LocalIP,RemoteIP,Port,TimeIndex,NumPackets,NumBytes,StartTime,EndTime,Protocol,DirAndReason 
10.1.104.180, 63.122.197.118, 3544, 0, 6, 585, 1473840843000, 1475703977000, 17, 5 
10.1.104.180, 155.25.122.69, 3544, 0, 5, 671, 1473840843000, 1475228417000, 17, 5 
10.1.106.65, 125.125.30.194, 3544, 0, 9, 270, 1473840843000, 1475807100000, 17, 5 
10.1.106.65, 161.42.50.50, 3544, 0, 8, 169, 1473840843000, 1474831019000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 9, 674, 1473840843000, 1475103932000, 17, 5 
10.1.106.65, 161.42.50.50, 3544, 0, 7, 240, 1473840843000, 1475387498000, 17, 5 
10.1.106.65, 65.10.200.178, 3544, 0, 7, 422, 1473840843000, 1475736706000, 17, 5 
10.1.106.65, 65.10.200.178, 3544, 0, 9, 421, 1473840843000, 1475695114000, 17, 5 
10.1.106.65, 100.125.35.113, 3544, 0, 9, 587, 1473840843000, 1475811015000, 17, 5 
10.1.104.180, 10.133.167.53, 3544, 0, 12, 373, 1473840843000, 1475863476000, 17, 5 
10.1.106.65, 65.10.200.178, 3544, 0, 4, 436, 1473840843000, 1474898707000, 17, 5 
10.1.104.180, 155.25.122.69, 3544, 0, 10, 604, 1473840843000, 1475426695000, 17, 5 
10.1.106.65, 100.125.35.113, 3544, 0, 7, 243, 1473840843000, 1474333941000, 17, 5 
10.1.104.180, 63.21.127.166, 3544, 0, 5, 450, 1473840843000, 1474888555000, 17, 5 
10.1.104.180, 63.21.127.166, 3544, 0, 4, 461, 1473840843000, 1476963461000, 17, 5 
10.1.106.65, 22.86.106.12, 3544, 0, 5, 835, 1473840843000, 1475796936000, 17, 5 
10.1.104.180, 155.25.122.69, 3544, 0, 9, 432, 1473840843000, 1474915401000, 17, 5 
10.1.106.65, 227.20.149.95, 3544, 0, 7, 533, 1473840843000, 1475230794000, 17, 5 
10.1.106.65, 224.0.0.253, 3544, 0, 7, 538, 1473840843000, 1475834151000, 17, 5 
10.1.106.65, 28.26.192.142, 3544, 0, 6, 381, 1473840843000, 1475294345000, 17, 5 
10.1.106.65, 65.4.81.187, 3544, 0, 9, 432, 1473840843000, 1474700500000, 17, 5 
10.1.106.65, 65.4.81.187, 3544, 0, 3, 372, 1473840843000, 1475716780000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 6, 395, 1473840843000, 1475569083000, 17, 5 
10.1.106.65, 198.205.241.195, 3544, 0, 4, 669, 1473840843000, 1474884597000, 17, 5 
10.1.104.180, 8.180.239.18, 3544, 0, 10, 629, 1473840843000, 1474845139000, 17, 5 
10.1.106.65, 19.31.26.14, 3544, 0, 7, 296, 1473840843000, 1475639086000, 17, 5 
10.1.106.65, 227.20.149.95, 3544, 0, 7, 498, 1473840843000, 1475102723000, 17, 5 
10.1.106.65, 19.31.26.14, 3544, 0, 6, 432, 1473840843000, 1475272552000, 17, 5 
10.1.106.65, 65.4.81.187, 3544, 0, 5, 505, 1473840843000, 1474985328000, 17, 5 
10.1.106.65, 22.86.106.12, 3544, 0, 4, 679, 1473840843000, 1475574918000, 17, 5 
10.1.104.180, 155.25.122.69, 3544, 0, 6, 718, 1473840843000, 1475002260000, 17, 5 
10.1.106.65, 198.205.241.195, 3544, 0, 8, 490, 1473840843000, 1475428517000, 17, 5 
10.1.104.180, 8.180.239.18, 3544, 0, 8, 449, 1473840843000, 1476475117000, 17, 5 
10.1.106.65, 227.20.149.95, 3544, 0, 4, 433, 1473840843000, 1475139066000, 17, 5 
10.1.106.65, 22.86.106.12, 3544, 0, 7, 490, 1473840843000, 1474771547000, 17, 5 
10.1.106.65, 19.31.26.14, 3544, 0, 3, 484, 1473840843000, 1475843744000, 17, 5 
10.1.104.180, 255.230.114.245, 3544, 0, 4, 641, 1473840843000, 1475630529000, 17, 5 
10.1.104.180, 8.180.239.18, 3544, 0, 9, 486, 1473840843000, 1474962862000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 7, 593, 1473840843000, 1476069288000, 17, 5 
10.1.106.65, 113.233.235.71, 3544, 0, 10, 632, 1473840843000, 1474902080000, 17, 5 
10.1.106.65, 28.26.192.142, 3544, 0, 12, 461, 1473840843000, 1474960543000, 17, 5 
10.1.106.65, 63.161.204.93, 3544, 0, 6, 719, 1473840843000, 1476179098000, 17, 5 
10.1.106.65, 224.0.0.253, 3544, 0, 8, 429, 1473840843000, 1475824362000, 17, 5 
10.1.106.65, 113.233.235.71, 3544, 0, 6, 546, 1473840843000, 1475717709000, 17, 5 
10.1.104.180, 8.180.239.18, 3544, 0, 9, 343, 1473840843000, 1475759944000, 17, 5 
10.1.106.65, 113.233.235.71, 3544, 0, 9, 327, 1473840843000, 1475251700000, 17, 5 
10.1.104.180, 155.25.122.69, 3544, 0, 3, 222, 1473840843000, 1475316749000, 17, 5 
10.1.106.65, 22.86.106.12, 3544, 0, 5, 619, 1473840843000, 1475470194000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 12, 415, 1473840843000, 1475622585000, 17, 5 
10.1.106.65, 22.86.106.12, 3544, 0, 7, 732, 1473840843000, 1475370537000, 17, 5 
10.1.106.65, 113.233.235.71, 3544, 0, 5, 35, 1473840843000, 1475657284000, 17, 5 
10.1.106.65, 227.20.149.95, 3544, 0, 3, 524, 1473840843000, 1476236839000, 17, 5 
10.1.106.65, 22.86.106.12, 3544, 0, 7, 510, 1473840843000, 1475600121000, 17, 5 
10.1.106.65, 65.4.81.187, 3544, 0, 4, 438, 1473840843000, 1474822749000, 17, 5 
10.1.104.180, 10.133.167.53, 3544, 0, 9, 799, 1473840843000, 1475922182000, 17, 5 
10.1.104.180, 8.180.239.18, 3544, 0, 6, 441, 1473840843000, 1475388770000, 17, 5 
10.1.106.65, 19.31.26.14, 3544, 0, 7, 446, 1473840843000, 1476259171000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 9, 551, 1473840843000, 1475330357000, 17, 5 
10.1.106.65, 28.26.192.142, 3544, 0, 7, 685, 1473840843000, 1474748658000, 17, 5 
10.1.104.180, 9.54.218.196, 3544, 0, 8, 503, 1473840843000, 1474907854000, 17, 5 
10.1.106.65, 121.244.227.226, 3544, 0, 7, 570, 1473840843000, 1475647650000, 17, 5 
10.1.106.65, 230.125.31.38, 3544, 0, 9, 411, 1473840843000, 1475781078000, 17, 5 
10.1.104.180, 225.152.84.26, 3544, 0, 6, 462, 1473840843000, 1475089753000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 6, 762, 1473840843000, 1475829913000, 17, 5 
10.1.106.65, 89.82.140.1, 3544, 0, 6, 619, 1473840843000, 1475674458000, 17, 5 
10.1.104.180, 242.189.251.157, 3544, 0, 6, 362, 1473840843000, 1475898324000, 17, 5 
10.1.104.180, 39.214.111.231, 3544, 0, 5, 459, 1473840843000, 1475935761000, 17, 5 
10.1.106.65, 121.244.227.226, 3544, 0, 4, 374, 1473840843000, 1475063592000, 17, 5 
10.1.106.65, 230.125.31.38, 3544, 0, 9, 700, 1473840843000, 1475277614000, 17, 5 
10.1.106.65, 89.82.140.1, 3544, 0, 7, 591, 1473840843000, 1474646305000, 17, 5 
10.1.104.180, 9.54.218.196, 3544, 0, 6, 437, 1473840843000, 1476632081000, 17, 5 
10.1.106.65, 151.21.190.242, 3544, 0, 8, 367, 1473840843000, 1475324916000, 17, 5 
10.1.104.180, 191.137.15.235, 3544, 0, 9, 321, 1473840843000, 1475624871000, 17, 5 
10.1.106.65, 230.125.31.38, 3544, 0, 5, 528, 1473840843000, 1475316976000, 17, 5 
10.1.106.65, 121.244.227.226, 3544, 0, 8, 368, 1473840843000, 1475688009000, 17, 5 
10.1.106.65, 89.82.140.1, 3544, 0, 4, 488, 1473840843000, 1475391187000, 17, 5 
10.1.106.65, 151.21.190.242, 3544, 0, 8, 507, 1473840843000, 1475184532000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 6, 609, 1473840843000, 1476798222000, 17, 5 
10.1.106.65, 89.82.140.1, 3544, 0, 10, 526, 1473840843000, 1475420450000, 17, 5 
10.1.104.180, 224.0.0.253, 3544, 0, 7, 399, 1473840843000, 1475592090000, 17, 5 
10.1.106.65, 23.38.155.82, 3544, 0, 7, 596, 1473840843000, 1475402030000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 7, 462, 1473840843000, 1475899012000, 17, 5 
10.1.106.65, 62.9.110.100, 3544, 0, 6, 550, 1473840843000, 1476221177000, 17, 5 
10.1.104.180, 225.152.84.26, 3544, 0, 7, 669, 1473840843000, 1475279372000, 17, 5 
10.1.104.180, 242.189.251.157, 3544, 0, 9, 467, 1473840843000, 1475637726000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 3, 676, 1473840843000, 1476097938000, 17, 5 
10.1.106.65, 183.114.220.254, 3544, 0, 8, 32, 1473840843000, 1475192816000, 17, 5 
10.1.106.65, 142.163.0.82, 3544, 0, 3, 851, 1473840843000, 1475435892000, 17, 5 
10.1.106.65, 183.114.220.254, 3544, 0, 6, 423, 1473840843000, 1475404305000, 17, 5 
10.1.104.180, 106.161.159.209, 3544, 0, 7, 342, 1473840843000, 1475583629000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 6, 541, 1473840843000, 1474330931000, 17, 5 
10.1.104.180, 69.116.122.82, 3544, 0, 11, 583, 1473840843000, 1475160412000, 17, 5 
10.1.104.180, 9.54.218.196, 3544, 0, 6, 728, 1473840843000, 1475778628000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 10, 431, 1473840843000, 1475334596000, 17, 5 
10.1.106.65, 89.82.140.1, 3544, 0, 10, 335, 1473840843000, 1476216487000, 17, 5 
10.1.104.180, 164.14.54.251, 3544, 0, 9, 433, 1473840843000, 1476041294000, 17, 5 
10.1.104.180, 26.243.187.248, 3544, 0, 7, 336, 1473840843000, 1475909439000, 17, 5 
10.1.104.180, 26.243.187.248, 3544, 0, 8, 775, 1473840843000, 1475541538000, 17, 5 
10.1.104.180, 26.243.187.248, 3544, 0, 9, 699, 1473840843000, 1476074746000, 17, 5 
10.1.104.180, 225.152.84.26, 3544, 0, 6, 298, 1473840843000, 1475318896000, 17, 5 
10.1.104.180, 9.54.218.196, 3544, 0, 5, 103, 1473840843000, 1475884791000, 17, 5 
10.1.106.65, 151.21.190.242, 3544, 0, 11, 237, 1473840843000, 1475612192000, 17, 5 
10.1.104.180, 39.214.111.231, 3544, 0, 6, 212, 1473840843000, 1475297075000, 17, 5 
10.1.104.180, 26.243.187.248, 3544, 0, 13, 661, 1473840843000, 1476495053000, 17, 5 
10.1.106.65, 151.21.190.242, 3544, 0, 8, 710, 1473840843000, 1476059310000, 17, 5 
10.1.106.65, 151.21.190.242, 3544, 0, 6, 542, 1473840843000, 1474708574000, 17, 5 
10.1.104.180, 26.243.187.248, 3544, 0, 6, 473, 1473840843000, 1475193667000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 6, 650, 1473840843000, 1475133831000, 17, 5 
10.1.106.65, 151.21.190.242, 3544, 0, 7, 554, 1473840843000, 1474847154000, 17, 5 
10.1.106.65, 121.244.227.226, 3544, 0, 10, 521, 1473840843000, 1475131730000, 17, 5 
10.1.106.65, 121.244.227.226, 3544, 0, 8, 619, 1473840843000, 1475278610000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 5, 497, 1473840843000, 1474973438000, 17, 5 
10.1.106.65, 124.59.237.161, 3544, 0, 8, 373, 1473840843000, 1475407420000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 9, 502, 1473840843000, 1474545244000, 17, 5 
10.1.106.65, 143.174.50.249, 3544, 0, 8, 746, 1473840843000, 1474517368000, 17, 5 
10.1.106.65, 62.9.110.100, 3544, 0, 8, 742, 1473840843000, 1475256716000, 17, 5 
10.1.104.180, 180.220.209.12, 3544, 0, 7, 358, 1473840843000, 1475283579000, 17, 5 
10.1.106.65, 62.9.110.100, 3544, 0, 7, 392, 1473840843000, 1475529260000, 17, 5 
10.1.104.180, 180.220.209.12, 3544, 0, 4, 615, 1473840843000, 1475383268000, 17, 5 
10.1.106.65, 23.38.155.82, 3544, 0, 6, 310, 1473840843000, 1474722560000, 17, 5 
10.1.106.65, 124.59.237.161, 3544, 0, 6, 577, 1473840843000, 1475189339000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 10, 522, 1473840843000, 1474967854000, 17, 5 
10.1.106.65, 124.59.237.161, 3544, 0, 9, 258, 1473840843000, 1475670985000, 17, 5 
10.1.106.65, 89.82.140.1, 3544, 0, 6, 829, 1473840843000, 1475356463000, 17, 5 
10.1.106.65, 124.59.237.161, 3544, 0, 11, 714, 1473840843000, 1475782515000, 17, 5 
10.1.104.180, 101.39.54.8, 3544, 0, 9, 488, 1473840843000, 1474830346000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 4, 506, 1473840843000, 1475975856000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 8, 633, 1473840843000, 1476046871000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 7, 329, 1473840843000, 1474544044000, 17, 5 
10.1.104.180, 216.225.216.96, 3544, 0, 6, 418, 1473840843000, 1475150279000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 7, 317, 1473840843000, 1475146469000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 8, 552, 1473840843000, 1475094956000, 17, 5 
10.1.106.65, 124.59.237.161, 3544, 0, 6, 559, 1473840843000, 1474869123000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 6, 219, 1473840843000, 1475100005000, 17, 5 
10.1.104.180, 242.189.251.157, 3544, 0, 8, 384, 1473840843000, 1475892603000, 17, 5 
10.1.106.65, 23.38.155.82, 3544, 0, 12, 377, 1473840843000, 1475413094000, 17, 5 
10.1.106.65, 89.82.140.1, 3544, 0, 2, 478, 1473840843000, 1475567976000, 17, 5 
10.1.104.180, 180.220.209.12, 3544, 0, 11, 747, 1473840843000, 1475518558000, 17, 5 
10.1.106.65, 23.38.155.82, 3544, 0, 7, 551, 1473840843000, 1474792994000, 17, 5 
10.1.104.180, 101.39.54.8, 3544, 0, 4, 705, 1473840843000, 1474985842000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 7, 262, 1473840843000, 1475283452000, 17, 5 
10.1.104.180, 242.189.251.157, 3544, 0, 3, 311, 1473840843000, 1476026868000, 17, 5 
10.1.106.65, 98.190.237.29, 3544, 0, 7, 704, 1473840843000, 1475544485000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 5, 553, 1473840843000, 1475354467000, 17, 5 
10.1.104.180, 242.189.251.157, 3544, 0, 5, 417, 1473840843000, 1475062123000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 8, 411, 1473840843000, 1474780175000, 17, 5 
10.1.104.180, 191.137.15.235, 3544, 0, 7, 540, 1473840843000, 1475571650000, 17, 5 
10.1.104.180, 180.220.209.12, 3544, 0, 5, 602, 1473840843000, 1475902275000, 17, 5 
10.1.104.180, 101.39.54.8, 3544, 0, 9, 770, 1473840843000, 1475821814000, 17, 5 
10.1.106.65, 143.174.50.249, 3544, 0, 10, 593, 1473840843000, 1476149020000, 17, 5 
10.1.106.65, 23.38.155.82, 3544, 0, 1, 505, 1473840843000, 1475463509000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 9, 379, 1473840843000, 1475800405000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 7, 958, 1473840843000, 1474620520000, 17, 5 
10.1.104.180, 101.39.54.8, 3544, 0, 3, 531, 1473840843000, 1474968998000, 17, 5 
10.1.106.65, 220.87.255.189, 3544, 0, 7, 473, 1473840843000, 1475218112000, 17, 5 
10.1.104.180, 216.225.216.96, 3544, 0, 4, 730, 1473840843000, 1476181179000, 17, 5 
10.1.106.65, 143.174.50.249, 3544, 0, 4, 131, 1473840843000, 1476106845000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 6, 450, 1473840843000, 1475584401000, 17, 5 
10.1.104.180, 216.225.216.96, 3544, 0, 9, 415, 1473840843000, 1475727276000, 17, 5 
10.1.106.65, 62.9.110.100, 3544, 0, 10, 606, 1473840843000, 1475951003000, 17, 5 
10.1.106.65, 124.59.237.161, 3544, 0, 9, 632, 1473840843000, 1475704841000, 17, 5 
10.1.104.180, 180.220.209.12, 3544, 0, 10, 708, 1473840843000, 1476090655000, 17, 5 
10.1.104.180, 101.39.54.8, 3544, 0, 5, 799, 1473840843000, 1474984182000, 17, 5 
10.1.106.65, 23.38.155.82, 3544, 0, 6, 314, 1473840843000, 1474606064000, 17, 5 
10.1.104.180, 224.0.0.253, 3544, 0, 7, 671, 1473840843000, 1475362182000, 17, 5 
10.1.104.180, 101.51.100.13, 3544, 0, 10, 485, 1473840843000, 1475278454000, 17, 5 
10.1.104.180, 93.186.69.213, 3544, 0, 12, 467, 1473840843000, 1474240677000, 17, 5 
10.1.106.65, 26.172.29.198, 3544, 0, 5, 468, 1473840843000, 1475316962000, 17, 5 
10.1.106.65, 26.172.29.198, 3544, 0, 4, 628, 1473840843000, 1475343795000, 17, 5 
10.1.106.65, 26.172.29.198, 3544, 0, 11, 685, 1473840843000, 1474906372000, 17, 5 
10.1.106.65, 98.190.237.29, 3544, 0, 8, 423, 1473840843000, 1475758838000, 17, 5 
10.1.106.65, 105.22.116.167, 3544, 0, 9, 528, 1473840843000, 1476447975000, 17, 5 
10.1.106.65, 98.190.237.29, 3544, 0, 3, 702, 1473840843000, 1475481476000, 17, 5 
10.1.104.180, 255.230.114.245, 3544, 0, 7, 413, 1473840843000, 1475274660000, 17, 5 
10.1.104.180, 101.51.100.13, 3544, 0, 3, 222, 1473840843000, 1475332096000, 17, 5 
10.1.106.65, 26.172.29.198, 3544, 0, 3, 535, 1473840843000, 1474289937000, 17, 5 
10.1.106.65, 224.0.0.253, 3544, 0, 7, 575, 1473840843000, 1474828208000, 17, 5 
10.1.104.180, 101.51.100.13, 3544, 0, 6, 313, 1473840843000, 1475108421000, 17, 5 
10.1.104.180, 255.230.114.245, 3544, 0, 9, 382, 1473840843000, 1477028147000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 8, 332, 1473840843000, 1475231483000, 17, 5 
10.1.106.65, 78.6.34.42, 3544, 0, 9, 694, 1473840843000, 1475409064000, 17, 5 
10.1.104.180, 69.116.122.82, 3544, 0, 8, 738, 1473840843000, 1475765732000, 17, 5 
10.1.104.180, 141.181.143.217, 3544, 0, 9, 883, 1473840843000, 1475480397000, 17, 5 
10.1.104.180, 93.186.69.213, 3544, 0, 5, 567, 1473840843000, 1475623897000, 17, 5 
10.1.104.180, 93.186.69.213, 3544, 0, 9, 447, 1473840843000, 1474864413000, 17, 5 
10.1.104.180, 101.51.100.13, 3544, 0, 5, 758, 1473840843000, 1474832138000, 17, 5 
10.1.106.65, 218.134.57.102, 3544, 0, 6, 375, 1473840843000, 1475264280000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 8, 287, 1473840843000, 1476292040000, 17, 5 
10.1.106.65, 78.6.34.42, 3544, 0, 4, 405, 1473840843000, 1475378162000, 17, 5 
10.1.104.180, 101.51.100.13, 3544, 0, 6, 564, 1473840843000, 1475555234000, 17, 5 
10.1.106.65, 105.22.116.167, 3544, 0, 7, 619, 1473840843000, 1475156018000, 17, 5 
10.1.104.180, 143.159.157.19, 3544, 0, 4, 548, 1473840843000, 1475514540000, 17, 5 
10.1.106.65, 249.10.41.173, 3544, 0, 7, 763, 1473840843000, 1475536721000, 17, 5 
10.1.104.180, 141.181.143.217, 3544, 0, 7, 448, 1473840843000, 1475436376000, 17, 5 
10.1.104.180, 216.225.216.96, 3544, 0, 10, 203, 1473840843000, 1474415464000, 17, 5 
10.1.104.180, 69.116.122.82, 3544, 0, 8, 428, 1473840843000, 1475972170000, 17, 5 
10.1.104.180, 39.214.111.231, 3544, 0, 6, 364, 1473840843000, 1476020026000, 17, 5 
10.1.104.180, 141.181.143.217, 3544, 0, 8, 600, 1473840843000, 1476044480000, 17, 5 
10.1.106.65, 154.214.70.111, 3544, 0, 6, 234, 1473840843000, 1476061442000, 17, 5 
10.1.106.65, 227.20.149.95, 3544, 0, 8, 381, 1473840843000, 1475065818000, 17, 5 
10.1.106.65, 26.172.29.198, 3544, 0, 8, 502, 1473840843000, 1475123228000, 17, 5 
10.1.104.180, 224.0.0.253, 3544, 0, 8, 662, 1473840843000, 1474594501000, 17, 5 
10.1.104.180, 116.242.195.151, 3544, 0, 8, 526, 1473840843000, 1476410497000, 17, 5 
10.1.104.180, 255.230.114.245, 3544, 0, 7, 284, 1473840843000, 1474660249000, 17, 5 
10.1.106.65, 222.9.177.16, 3544, 0, 6, 652, 1473840843000, 1475276979000, 17, 5 
10.1.104.180, 39.214.111.231, 3544, 0, 10, 339, 1473840843000, 1475727747000, 17, 5 
10.1.104.180, 93.186.69.213, 3544, 0, 9, 692, 1473840843000, 1474475271000, 17, 5 
10.1.104.180, 143.159.157.19, 3544, 0, 11, 523, 1473840843000, 1476125825000, 17, 5 
10.1.104.180, 93.186.69.213, 3544, 0, 5, 411, 1473840843000, 1475486366000, 17, 5 
10.1.106.65, 227.20.149.95, 3544, 0, 9, 496, 1473840843000, 1475520281000, 17, 5 
10.1.104.180, 93.186.69.213, 3544, 0, 6, 469, 1473840843000, 1474892042000, 17, 5 
10.1.104.180, 69.116.122.82, 3544, 0, 5, 321, 1473840843000, 1475778980000, 17, 5 
10.1.104.180, 224.0.0.253, 3544, 0, 7, 392, 1473840843000, 1474946101000, 17, 5 
10.1.104.180, 95.23.174.207, 3544, 0, 9, 484, 1473840843000, 1475221859000, 17, 5 
10.1.106.65, 222.9.177.16, 3544, 0, 7, 366, 1473840843000, 1474921442000, 17, 5 
10.1.106.65, 154.214.70.111, 3544, 0, 7, 290, 1473840843000, 1476715108000, 17, 5 
10.1.104.180, 98.19.113.38, 3544, 0, 5, 352, 1473840843000, 1476164706000, 17, 5 
10.1.104.180, 98.19.113.38, 3544, 0, 6, 379, 1473840843000, 1475189970000, 17, 5 
10.1.106.65, 142.163.0.82, 3544, 0, 3, 296, 1473840843000, 1475314681000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 9, 591, 1473840843000, 1475693496000, 17, 5 
10.1.106.65, 142.163.0.82, 3544, 0, 9, 218, 1473840843000, 1475222551000, 17, 5 
10.1.106.65, 183.114.220.254, 3544, 0, 7, 431, 1473840843000, 1475417136000, 17, 5 
10.1.104.180, 9.54.218.196, 3544, 0, 10, 189, 1473840843000, 1475958848000, 17, 5 
10.1.104.180, 98.19.113.38, 3544, 0, 4, 469, 1473840843000, 1475489044000, 17, 5 
10.1.106.65, 98.190.237.29, 3544, 0, 6, 535, 1473840843000, 1474936233000, 17, 5 
10.1.104.180, 98.19.113.38, 3544, 0, 5, 410, 1473840843000, 1475879539000, 17, 5 
10.1.106.65, 183.114.220.254, 3544, 0, 5, 595, 1473840843000, 1475313401000, 17, 5 
10.1.106.65, 15.103.216.95, 3544, 0, 1, 631, 1473840843000, 1475939204000, 17, 5 
10.1.104.180, 98.19.113.38, 3544, 0, 5, 437, 1473840843000, 1475440587000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 6, 287, 1473840843000, 1475831089000, 17, 5 
10.1.104.180, 106.161.159.209, 3544, 0, 5, 498, 1473840843000, 1476236262000, 17, 5 
10.1.106.65, 98.190.237.29, 3544, 0, 2, 399, 1473840843000, 1475194603000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 13, 595, 1473840843000, 1475857110000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 5, 606, 1473840843000, 1474847467000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 7, 211, 1473840843000, 1474987697000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 7, 161, 1473840843000, 1475756094000, 17, 5 
10.1.104.180, 9.54.218.196, 3544, 0, 13, 519, 1473840843000, 1475630711000, 17, 5 
10.1.104.180, 39.214.111.231, 3544, 0, 7, 412, 1473840843000, 1474574422000, 17, 5 
10.1.106.65, 142.163.0.82, 3544, 0, 1, 595, 1473840843000, 1475511670000, 17, 5 
10.1.104.180, 98.19.113.38, 3544, 0, 9, 256, 1473840843000, 1475873826000, 17, 5 
10.1.104.180, 9.54.218.196, 3544, 0, 7, 499, 1473840843000, 1475330025000, 17, 5 
10.1.106.65, 142.163.0.82, 3544, 0, 6, 604, 1473840843000, 1475995070000, 17, 5 
10.1.106.65, 21.220.152.64, 3544, 0, 9, 511, 1473840843000, 1476026839000, 17, 5 
10.1.106.65, 98.190.237.29, 3544, 0, 5, 387, 1473840843000, 1475750832000, 17, 5 
10.1.106.65, 154.214.70.111, 3544, 0, 7, 313, 1473840843000, 1475202348000, 17, 5 
10.1.104.180, 39.214.111.231, 3544, 0, 8, 515, 1473840843000, 1475643955000, 17, 5 
10.1.104.180, 224.0.0.253, 3544, 0, 7, 571, 1473840843000, 1475515171000, 17, 5 
10.1.106.65, 218.134.57.102, 3544, 0, 6, 490, 1473840843000, 1474720823000, 17, 5 
10.1.104.180, 255.230.114.245, 3544, 0, 6, 277, 1473840843000, 1476130832000, 17, 5 
10.1.106.65, 21.220.152.64, 3544, 0, 10, 607, 1473840843000, 1475335266000, 17, 5 
10.1.106.65, 78.6.34.42, 3544, 0, 7, 337, 1473840843000, 1474818049000, 17, 5 
10.1.104.180, 255.230.114.245, 3544, 0, 9, 531, 1473840843000, 1475068972000, 17, 5 
10.1.104.180, 255.106.6.17, 3544, 0, 6, 324, 1473840843000, 1475788158000, 17, 5 
10.1.106.65, 21.220.152.64, 3544, 0, 7, 534, 1473840843000, 1476264474000, 17, 5 
10.1.104.180, 106.161.159.209, 3544, 0, 11, 720, 1473840843000, 1475637754000, 17, 5 
10.1.104.180, 116.242.195.151, 3544, 0, 4, 483, 1473840843000, 1475370516000, 17, 5 
10.1.106.65, 78.6.34.42, 3544, 0, 7, 487, 1473840843000, 1475555408000, 17, 5 
10.1.106.65, 218.134.57.102, 3544, 0, 9, 731, 1473840843000, 1474255914000, 17, 5 
10.1.106.65, 15.103.216.95, 3544, 0, 7, 350, 1473840843000, 1475325419000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 10, 540, 1473840843000, 1475224797000, 17, 5 
10.1.104.180, 255.106.6.17, 3544, 0, 8, 592, 1473840843000, 1475330255000, 17, 5 
10.1.106.65, 15.103.216.95, 3544, 0, 5, 650, 1473840843000, 1475264043000, 17, 5 
10.1.104.180, 224.0.0.253, 3544, 0, 5, 537, 1473840843000, 1474679272000, 17, 5 
10.1.104.180, 9.54.218.196, 3544, 0, 5, 452, 1473840843000, 1475057351000, 17, 5 
10.1.106.65, 15.103.216.95, 3544, 0, 8, 880, 1473840843000, 1476252633000, 17, 5 
10.1.106.65, 78.6.34.42, 3544, 0, 4, 644, 1473840843000, 1475018439000, 17, 5 
10.1.104.180, 255.106.6.17, 3544, 0, 5, 228, 1473840843000, 1475447699000, 17, 5 
10.1.106.65, 15.103.216.95, 3544, 0, 9, 277, 1473840843000, 1475720082000, 17, 5 
10.1.106.65, 176.223.146.205, 3544, 0, 5, 834, 1473840843000, 1475376372000, 17, 5 
10.1.104.180, 49.208.251.193, 3544, 0, 9, 186, 1473840843000, 1474242910000, 17, 5 
10.1.104.180, 32.47.231.203, 3544, 0, 7, 782, 1473840843000, 1475911307000, 17, 5 
10.1.106.65, 101.86.110.168, 3544, 0, 12, 352, 1473840843000, 1476483784000, 17, 5 
10.1.104.180, 109.180.144.140, 3544, 0, 9, 488, 1473840843000, 1476569575000, 17, 5 
